"","V1","V2"
"19",8521,22806
"20",8521,22800
"125",8346,25979
"645",144,16642
"699",8626,25104
"701",8626,19882
"702",8626,19874
"703",8626,19880
"704",8626,19878
"705",8626,19876
"706",8626,19875
"707",8626,22370
"708",8626,5202
"709",8626,5218
"710",8626,5211
"711",8626,5215
"715",8644,23996
"726",7266,26029
"727",7266,17341
"728",7266,26031
"729",7266,17336
"730",7266,10613
"731",7266,25090
"732",7266,1123
"733",7266,10614
"734",7266,1121
"918",3483,24456
"919",8680,19283
"920",8680,5202
"992",8694,6276
"993",8694,6282
"1007",2264,8579
"1021",8703,19673
"1022",8703,19674
"1103",5740,25731
"1241",8745,13032
"1242",8745,13026
"1243",8745,13031
"1244",8745,4654
"1245",8745,4656
"1246",8745,9758
"1247",8745,9239
"1248",8745,9232
"1249",8745,5741
"1250",8745,13172
"1255",8748,14723
"1283",8626,26976
"1399",8770,6821
"1462",8783,25692
"1463",8783,25691
"1464",8783,25689
"1465",8783,25690
"1466",8783,25693
"1623",7266,27520
"1624",7266,27213
"1790",8825,11820
"1873",8837,19673
"1874",8837,19674
"1883",8626,27698
"1920",8694,27033
"1921",8694,27025
"1922",8694,27028
"1923",8694,27024
"1924",144,6561
"1925",144,26248
"2125",8901,19673
"2126",8901,19674
"2245",8926,26571
"2268",5740,16205
"2269",8346,25981
"2309",8952,9062
"2310",8952,9057
"2349",8959,26749
"2362",8962,9026
"2363",8962,9040
"2400",8493,28067
"2401",8493,28183
"2402",8493,26068
"2403",8493,26066
"2404",8493,11875
"2405",8493,27395
"2406",8493,11874
"2407",8493,26067
"2408",8493,26069
"2409",8493,25862
"2410",8493,11866
"2411",8493,11870
"2412",8493,11869
"2413",8493,11867
"2414",8493,11868
"2415",8493,11872
"2416",8493,11871
"2552",9014,28208
"2685",9040,1716
"2686",9040,19020
"2687",9040,7430
"2688",9040,7510
"2689",9040,28357
"2740",9067,8936
"2762",9067,9026
"2821",8680,22327
"2822",8680,9769
"2823",8680,13971
"2824",8680,27425
"2825",8680,16358
"2826",8680,8812
"2827",8680,25776
"2828",8680,26894
"2829",8680,27587
"2873",9110,11527
"2896",9115,26900
"2897",9115,26923
"2979",9115,25714
"2993",9115,25736
"2994",9115,21122
"2995",9115,21124
"3117",8346,29139
"3118",8346,29008
"3119",8346,29009
"3120",8346,29156
"3125",9157,26042
"3126",9157,27391
"3195",8626,28801
"3217",8626,22099
"3529",9204,26092
"3530",9204,26093
"3531",9204,26084
"3532",9204,26090
"3533",9204,26091
"3534",9204,26087
"3535",9204,26088
"3536",9204,26085
"3537",9204,26089
"3538",9204,26086
"3548",9207,26042
"3549",9207,13961
"3550",9207,28159
"3551",9207,13963
"3552",9207,13960
"3553",9207,13962
"3554",9207,13964
"3555",9207,25714
"3668",9230,29567
"3676",9236,7021
"3677",9236,7022
"3678",9236,4080
"3679",9236,4081
"3680",9236,4079
"3681",9236,4078
"3682",9236,4077
"3683",9236,7011
"3684",9236,7020
"3685",9236,7012
"3686",9236,7013
"3687",9236,7014
"3688",9236,7015
"3689",9236,7016
"3690",9236,7017
"3691",9236,7018
"3692",9236,7019
"3693",9236,4076
"3729",9243,22798
"3730",9243,22807
"3731",9243,22800
"3732",9243,22797
"3733",9243,22808
"3734",9243,22801
"3735",9243,22805
"3736",9243,22799
"3737",9243,22804
"3738",9243,22803
"3739",9243,22806
"3740",9243,22802
"3741",9243,12472
"3742",9243,12473
"3743",9243,12474
"3744",9243,12475
"3745",9243,12476
"3746",9243,12477
"3747",9243,12478
"3748",9243,12479
"3749",9243,12480
"3750",9243,12481
"3751",9243,12482
"3752",9243,10264
"3753",9243,866
"3754",9243,4749
"3755",9243,4750
"3756",9243,4752
"3757",9243,4753
"3758",9243,4754
"3759",9243,4755
"3760",9243,4751
"3761",9243,4756
"3762",9243,4757
"3763",9243,4758
"3764",9243,4759
"3765",9243,4748
"3766",9243,21021
"3767",9243,28257
"3768",9243,28256
"3769",9243,28258
"3778",5740,25756
"3991",5740,3889
"3992",5740,25511
"3993",5740,8046
"4063",8626,20781
"4064",8626,20783
"4065",8626,20786
"4066",8626,20787
"4067",8626,20788
"4068",8626,26978
"4069",8626,26302
"4070",8626,28189
"4071",8626,25103
"4073",8626,14549
"4256",8626,22557
"4743",7442,28857
"4744",7442,28856
"5017",8626,16358
"5019",8626,21168
"5020",8626,21170
"5021",8626,21169
"5023",8626,24999
"5190",9361,29860
"5191",9361,29888
"5192",9361,29889
"5271",9369,27205
"5555",9115,28106
"5587",8346,30041
"5588",8346,29934
"5589",8346,29761
"5611",3052,26011
"5612",3052,26010
"5616",9375,8898
"5744",8412,14163
"5745",8412,12928
"5746",8412,10140
"5747",8412,13807
"5748",8412,13813
"5749",8412,13814
"5750",8412,24817
"5751",8412,24818
"5752",8412,24815
"5753",8412,24816
"5754",8412,10800
"5755",8412,20489
"5756",8412,18040
"5757",8412,18043
"5758",8412,13704
"5759",8412,10998
"5760",8412,10993
"5761",8412,7395
"5762",8412,19744
"5763",8412,13703
"5764",8412,24589
"5912",9425,8120
"5948",8626,25776
"5949",8626,29404
"5950",8626,7227
"5951",8626,7229
"5997",9441,7942
"5998",9441,7808
"5999",9441,7809
"6000",9441,7953
"6001",9441,7943
"6002",9441,7947
"6003",9441,7944
"6004",9441,7952
"6005",9441,7949
"6006",9441,7941
"6007",9441,7948
"6008",9441,7945
"6009",9441,7946
"6010",9441,7951
"6011",9441,7950
"6012",9441,4078
"6013",9441,4081
"6014",9441,4080
"6015",9441,7022
"6016",9441,7018
"6017",9441,7017
"6046",9445,22327
"6047",9445,22325
"6191",9463,14607
"6397",5740,23843
"6399",5740,19627
"6401",5740,15225
"6402",5740,15228
"7016",9207,30488
"7017",9207,25120
"7018",9207,20818
"7019",9207,20815
"7020",9207,20817
"7021",9207,26310
"7138",498,28856
"7139",498,28857
"7206",5432,28856
"7207",5432,28857
"7238",5918,28854
"7239",5918,28855
"7240",5918,28856
"7241",5918,28857
"7242",5918,28853
"7284",9207,28332
"7344",9520,26678
"7346",9520,4645
"7347",9520,3933
"7429",9520,29035
"7496",9547,22141
"7497",9547,22142
"7736",9207,29428
"7737",9207,11436
"7738",9207,11439
"7739",9207,11429
"7818",9520,30067
"8073",9625,10151
"8074",9625,10148
"8075",9625,10149
"8076",9625,10150
"8077",9625,10152
"8078",9625,10154
"8079",9625,10153
"8080",9625,10155
"8081",9625,10156
"8082",9625,10157
"8146",9641,27205
"8147",9641,5059
"8148",9641,13191
"8149",9641,13839
"8281",9701,27205
"8287",9701,32165
"8288",9701,23364
"8289",9701,23361
"8290",9701,6280
"8314",9664,31458
"8317",9664,29543
"8318",9664,32469
"8321",9664,695
"8361",9641,32779
"8366",2030,28106
"8367",2030,28107
"8384",9641,32797
"8406",9720,6887
"8407",9720,6885
"8408",9720,10452
"8409",9720,6886
"8410",9720,14940
"8441",9862,19863
"8622",9664,30159
"8738",9664,1123
"8752",9851,27550
"8790",9664,8934
"8795",9520,29151
"8831",9664,7285
"8924",10061,29408
"9556",8626,28680
"9648",10893,6268
"10120",8626,34123
"10121",8626,34127
"10122",8626,33241
"10143",8626,32901
"10162",8626,33635
"10208",8626,26894
"10232",8626,26105
"10233",8626,33978
"10236",8626,33984
"10249",8626,32513
"10271",8626,22389
"10839",3504,17502
"10863",11220,22231
"10864",11220,22232
"10865",11220,22230
"10866",11220,22233
"10867",11220,22234
"11081",11294,34409
"11242",9207,33972
"11284",11360,22479
"11292",9520,629
"11570",11583,27867
"11571",11583,28456
"11609",11588,22384
"12067",3984,35592
"12148",12204,5410
"12165",12204,20738
"12190",1379,8404
"12201",12204,15233
"12202",12204,12342
"12203",12204,3287
"12204",12204,25647
"12205",12204,2166
"12206",12204,2162
"12342",12296,18380
"12381",12563,35275
"12382",12563,35269
"12383",12563,35273
"12384",12563,35272
"12385",12563,35271
"12386",12563,35270
"12387",12563,35274
"12388",12563,35268
"12389",12563,26579
"12390",12563,28343
"12391",12563,33721
"12392",12563,33722
"12393",12563,28342
"12394",12563,35088
"12653",13896,30175
"12807",13931,10963
"12817",13931,27205
"12879",13931,36465
"12978",11815,1708
"13030",15490,35595
"13031",15497,22800
"13044",15751,35567
"13045",15751,19727
"13046",15751,19736
"13047",15751,5066
"13048",15751,27735
"13292",13931,8892
"13398",17868,22482
"13399",9207,14937
"13400",9207,27392
"13402",9664,37012
"13444",9664,36973
"13546",10936,32817
"13547",10936,36947
"13548",10936,35459
"13549",10936,28650
"13550",10936,11267
"13551",10936,11270
"13552",10936,11268
"13818",20598,32805
"13853",8626,37327
"13854",8626,37329
"13855",8626,37330
"13856",8626,37333
"13857",8626,37335
"14175",21526,9029
"14176",21526,9036
"14177",21526,35088
"14178",21526,33721
"14186",21526,8220
"14187",21526,8227
"14188",21526,35269
"14189",21526,35275
"14190",21526,35272
"14191",21526,33722
"14192",21526,35268
"14213",21662,36457
"14214",5740,13036
"14215",5740,13037
"14216",5740,13034
"14217",5740,31692
"14242",21526,37373
"14306",8694,4126
"14307",8694,5066
"14308",8694,5063
"14309",8694,5062
"14606",13974,31397
"14607",13974,36098
"14608",13974,27811
"14609",13974,28883
"14629",13974,7712
"14842",4845,4749
"14843",4845,4750
"14844",4845,4752
"14845",4845,4753
"14846",4845,4754
"14847",4845,4757
"14848",4845,4759
"14910",3951,30844
"14911",3951,25969
"14912",3951,36348
"14913",3951,23396
"14966",9207,38312
"15063",13974,38152
"15139",9664,38261
"15254",13974,38261
"15256",21662,36456
"15333",11583,38635
"15334",11583,38636
"15393",22501,21487
"15397",22503,21222
"15407",13974,38137
"15408",13974,38136
"15416",13974,15069
"15417",13974,15066
"15418",13974,38607
"15419",13974,23289
"15420",2116,12982
"15425",13974,27573
"15529",13974,38482
"15530",13974,30168
"15532",13974,36586
"15533",13974,29998
"15534",13974,37273
"15535",13974,37885
"15593",9664,27735
"15605",13974,31039
"15606",22587,36932
"15608",22587,9041
"15722",9664,36947
"15723",9664,39105
"15724",9664,38390
"15725",9664,32973
"15726",9664,38389
"15727",9664,16252
"15728",9664,16251
"15733",5740,36238
"15775",9664,36932
"15776",9664,27200
"15818",5740,37242
"15819",9664,4263
"15820",9664,30489
"15826",9665,37491
"15845",9664,39504
"16211",21526,16252
"16228",13974,35062
"16229",13974,13609
"16230",13974,13607
"16231",13974,13608
"16232",13974,13606
"16237",13974,28305
"16238",13974,22963
"16247",22912,6905
"16252",13974,34923
"16259",13974,39527
"16260",13974,39280
"16275",13974,27523
"16276",13974,29825
"16280",22932,5211
"16298",13974,39123
"16305",22957,12923
"16306",22957,12922
"16307",22957,12924
"16308",22957,12925
"16309",22957,12926
"16310",22957,12927
"16377",13974,30189
"16386",13974,22753
"16444",13974,38315
"16464",23070,36706
"16550",21526,39908
"16590",8626,34700
"16715",23157,22449
"16716",23157,22444
"16717",23157,22445
"16718",23157,22446
"16719",23157,22447
"16720",23157,22448
"16810",13974,30644
"16811",13974,34629
"16812",13974,34630
"16813",13974,39103
"16814",13974,35349
"16815",13974,35350
"16816",13974,38605
"16817",13974,38608
"16818",13974,38609
"16884",13974,37571
"16891",13974,40067
"16892",13974,40065
"16893",13974,40169
"16894",13974,40069
"16895",13974,40176
"16896",13974,40177
"16937",4709,28856
"16938",4709,28857
"16953",13974,22143
"16954",13974,22144
"17015",13974,34637
"17021",6250,28856
"17022",6250,28857
"17118",13974,40252
"17155",13974,38138
"17199",13974,40089
"17200",13974,1880
"17201",13974,1879
"17202",13974,40127
"17221",8802,32165
"17230",12239,28607
"17231",12239,28589
"17278",13974,38390
"17285",13974,40357
"17286",13974,40350
"17287",13974,36096
"17288",13974,40278
"17289",13974,38083
"17308",23475,40378
"17309",23475,40379
"17310",23475,40380
"17311",23475,40383
"17314",23475,40182
"17317",23217,32516
"17327",23478,34995
"17409",13974,40324
"17410",13974,40443
"17411",13974,40472
"18009",13974,40515
"18010",13974,38442
"18011",13974,38443
"18012",13974,38448
"18013",13974,38451
"18014",13974,38456
"18015",13974,38469
"18082",8626,40535
"18083",8626,40531
"18084",8626,40536
"18085",8626,40538
"18106",13974,5249
"18107",13974,39074
"18164",13974,40678
"18165",13974,40514
"18166",13974,38140
"18169",3108,27426
"18170",3108,9768
"18171",3108,9769
"18172",3108,16358
"18418",13974,40349
"18423",13974,40813
"18437",23843,20742
"18438",23843,20741
"18439",23843,20740
"18440",23843,20738
"18441",23843,20737
"18442",23843,20739
"18605",13974,40853
"18610",13974,8040
"18659",13974,40756
"18661",13974,41011
"18806",13974,40586
"18808",13974,40579
"18829",13974,27924
"18830",13974,27927
"18831",13974,27933
"18832",13974,27935
"18833",13974,27936
"18834",13974,27937
"18835",13974,27939
"18836",13974,27940
"18837",13974,27941
"18838",13974,27942
"18839",13974,27943
"18840",13974,27944
"18841",13974,27945
"18842",13974,27949
"18843",13974,27952
"18844",13974,31259
"18845",13974,27503
"19016",23934,32215
"19017",23934,32213
"19018",23934,18380
"19019",23934,18378
"19023",8626,40998
"19025",8626,41001
"19026",8626,35262
"19027",8626,34745
"19030",8626,37289
"19113",2116,1695
"19114",2116,1714
"19117",8626,36163
"19119",15497,440
"19121",13974,40792
"19207",13974,41102
"19221",13974,34110
"19222",13974,32061
"19274",13974,40531
"19280",8626,41321
"19293",13974,41170
"19295",13974,41171
"19311",13974,29977
"19312",13974,30118
"19313",13974,35972
"19314",13974,31916
"19315",2605,6905
"19316",2605,35596
"19317",13974,30316
"19355",13974,38135
"19356",13974,39129
"19359",13974,41168
"19581",13974,41464
"19582",13974,41462
"19583",13974,41463
"19584",13974,41461
"19585",13974,40583
"19586",13974,40582
"19587",13974,41460
"19589",13974,40437
"19590",13974,36226
"19591",13974,36225
"19592",13974,41404
"19631",25264,2264
"19632",25264,1548
"19633",25264,40127
"19634",25264,36640
"19635",25264,36773
"19691",13974,40438
"20364",13974,41420
"20524",25603,7015
"20525",25603,7018
"20526",25603,4077
"20527",25603,7949
"20528",25603,7941
"20529",25603,7942
"20541",13974,29446
"20542",13974,28801
"20545",13974,38313
"20546",13974,38314
"20547",13974,40677
"20551",25635,33689
"20593",25687,32516
"20625",13974,41199
"20626",13974,41200
"20627",13974,41811
"20628",13974,41786
"20641",13974,41698
"20643",13974,40904
"20644",13974,38631
"20645",13974,38630
"20646",13974,38632
"20647",13974,38902
"20648",13974,41374
"20649",13974,38485
"20650",13974,34742
"20651",13974,37492
"20653",13974,34737
"20654",13974,34745
"20655",13974,20818
"20656",13974,30488
"20657",13974,20816
"20658",13974,20819
"20659",13974,20817
"20865",26647,9061
"20866",26647,9065
"20867",26647,9070
"20868",26647,9077
"20870",26647,343
"20904",13974,41312
"20905",13974,42031
"20906",13974,40107
"20907",13974,41973
"20922",13974,41904
"20955",2122,32425
"20956",2122,30040
"20957",2122,30044
"20958",2122,28440
"20959",2122,6146
"20960",2122,6147
"20961",2122,6149
"20962",2122,6148
"20963",2122,6150
"20964",2122,7910
"20965",2122,6770
"20966",2122,12888
"20967",2122,93
"20968",2122,5890
"20969",2122,6531
"20970",2122,10698
"20971",2122,25014
"20972",2122,25318
"20973",2122,5730
"20974",2122,5731
"20975",2122,898
"20976",2122,5689
"20977",2122,10972
"20978",2122,5603
"20979",2122,24889
"20980",2122,35259
"20981",2122,35260
"20982",2122,32448
"20983",2122,34664
"21023",8626,41805
"21024",8626,41322
"21209",26852,40534
"21210",26852,40535
"21468",13974,17260
"21469",13974,17265
"21582",13974,25571
"21583",13974,25572
"21584",13974,31529
"21586",13974,35767
"21602",13974,42192
"21603",13974,42196
"21604",13974,42199
"21605",13974,42204
"21606",13974,42205
"21607",13974,42206
"21608",13974,27205
"21609",13974,5065
"21610",13974,42235
"21611",13974,41929
"21612",13974,41717
"21613",13974,41930
"21614",13974,41932
"21739",13974,41119
"21741",13974,29225
"21742",13974,24454
"21790",13974,38139
"21791",13974,38145
"21844",13974,21076
"21845",13974,21078
"21884",2116,29921
"21888",13974,32646
"21889",13974,32645
"21895",13974,40894
"21897",13974,41169
"21901",13974,40683
"21902",13974,41034
"21903",13974,35688
"21904",13974,35387
"21910",13974,39766
"21911",13974,42552
"21912",13974,40688
"21913",13974,37594
"21914",13974,34268
"21915",13974,18733
"21916",13974,25100
"21970",13974,42574
"21971",13974,42575
"21984",13974,34274
"22008",13974,42593
"22023",13974,22965
"22040",13974,26164
"22042",13974,27482
"22048",13974,25574
"22217",13974,42631
"22218",13974,41888
"22219",13974,39460
"22220",13974,39375
"22221",13974,38979
"22222",13974,41951
"22245",13974,42630
"22246",13974,42728
"22247",13974,42732
"22248",13974,42730
"22249",13974,42727
"22257",13974,42745
"22407",27803,42155
"22412",13974,38300
"22413",13974,38245
"22414",13974,38241
"22415",13974,38236
"22416",13974,38690
"22417",13974,38262
"22418",13974,38260
"22419",13974,38693
"22420",13974,38263
"22421",13974,38271
"22422",13974,38247
"22423",13974,38259
"22424",13974,38716
"22425",13974,38264
"22426",13974,38532
"22427",13974,42536
"22428",13974,9268
"22429",13974,9269
"22430",13974,9270
"22431",13974,9272
"22432",13974,9275
"22433",13974,9276
"22434",13974,9278
"22435",13974,9279
"22436",13974,9280
"22437",13974,9281
"22438",13974,9282
"22439",13974,9285
"22440",13974,9292
"22441",13974,9296
"22442",13974,9273
"22443",13974,9274
"22444",13974,9277
"22462",13974,42692
"22486",13974,39304
"22487",13974,18251
"22492",13974,40775
"22555",13974,42904
"22569",13974,42974
"22570",13974,42972
"22586",13974,40542
"22841",13974,24456
"22876",13974,28107
"22927",13974,42256
"22928",13974,42255
"22955",13974,33865
"22956",13974,19114
"22957",13974,19112
"23126",28058,41421
"23345",13974,43172
"23350",13974,43191
"23351",13974,43193
"23352",13974,43195
"23355",13974,43189
"23372",13974,41666
"23373",13974,40148
"23392",13974,42561
"23645",13974,43413
"23680",13974,19727
"23681",13974,35567
"23691",13974,40687
"23713",13974,30323
"23890",9463,38389
"23911",13974,41211
"23915",27966,5065
"23916",27966,5055
"23918",27966,5060
"23921",13974,37357
"23922",13974,41421
"23924",27966,41403
"23925",27966,36932
"23926",27966,9026
"23927",27966,6271
"23928",27966,42575
"24018",28839,39668
"24019",28839,5201
"24036",13974,43988
"24051",13974,39606
"24063",13974,27932
"24089",13974,22386
"24090",13974,22385
"24097",8680,5145
"24148",10936,35997
"24158",2605,26947
"24160",2605,5338
"24162",2605,5339
"24163",2605,5337
"24235",2122,16526
"24251",2122,8761
"24258",13974,30649
"24259",13974,30710
"24260",13974,30762
"24261",13974,30446
"24262",13974,30443
"24264",13974,44084
"24265",13974,28061
"24283",13974,32546
"24322",29068,41793
"24323",29068,41796
"24324",29068,41797
"24369",13974,42211
"24370",13974,42832
"24371",13974,44011
"24381",13974,7821
"24382",13974,34773
"24383",13974,32877
"24387",13974,25119
"24388",13974,20762
"24473",13974,44090
"24474",13974,44241
"24475",13974,23336
"24476",13974,23337
"24477",13974,27519
"24478",13974,39684
"24522",8626,44186
"24523",8626,44067
"24524",8626,44148
"24526",8626,44146
"24527",8626,44164
"24530",2605,41447
"24531",13974,44192
"24532",13974,43625
"24533",13974,44401
"24534",13974,43631
"24548",13974,15868
"24566",2116,4201
"24584",13974,44281
"24585",13974,44252
"24588",29542,37296
"24589",29542,35088
"24590",29542,28342
"24591",29542,33722
"24592",29542,33721
"24593",29542,28343
"24594",29542,26579
"24595",29542,35268
"24599",29542,35274
"24600",29542,35270
"24601",29542,35271
"24602",29542,35272
"24603",29542,35273
"24604",29542,35269
"24605",29542,35275
"24606",29542,37373
"24607",29542,37372
"24608",29542,43046
"24630",13974,43588
"24631",13974,43615
"24632",13974,44448
"24633",13974,44458
"24634",13974,44464
"24762",13974,44161
"24768",13974,43955
"24773",2122,4222
"24809",7266,44589
"24937",8626,43972
"24990",49610,22386
"24993",49610,21568
"24999",49610,21418
"25016",13974,44186
"25069",13974,44707
"25093",13974,44926
"25098",9664,44892
"25101",9664,16640
"25188",13974,44581
"25189",13974,43774
"25271",10936,44926
"25272",10936,44508
"25273",10936,44241
"25274",10936,43953
"25275",10936,38778
"25276",10936,35695
"25277",10936,35693
"25278",10936,36573
"25279",10936,35696
"25280",10936,13081
"25281",10936,13082
"25282",10936,43168
"25306",1131,29096
"25449",30053,22117
"25450",30053,22119
"25451",30053,22127
"25452",30053,22118
"25453",30053,22120
"25454",30053,22121
"25455",30053,22126
"25456",30053,22125
"25457",30053,22124
"25458",30053,22123
"25459",30053,22122
"25466",13974,45198
"25530",30095,44892
"25531",30095,41477
"25566",14636,21578
"25567",14636,44515
"25568",14636,44516
"25569",14636,42155
"25570",14636,42156
"25571",14636,41805
"25572",14636,40531
"25573",14636,41322
"25574",14636,41321
"25575",14636,40681
"25576",14636,40682
"25577",14636,40680
"25578",14636,40533
"25579",14636,40535
"25580",14636,40537
"25581",14636,40538
"25582",14636,34700
"25583",14636,34697
"25584",14636,24911
"25616",13974,44372
"25632",13974,43778
"25633",13974,45607
"25651",13974,45617
"25661",13974,45551
"25662",13974,45548
"25663",13974,45573
"25664",13974,44620
"25665",13974,44622
"25666",13974,44628
"25741",30159,44669
"25745",30159,37111
"25746",30159,1402
"25772",13974,44082
"25773",13974,43215
"25844",13974,45784
"25847",13974,44738
"25848",13974,44742
"25919",8626,44515
"25959",27899,43069
"26002",13974,46035
"26003",13974,43187
"26004",13974,45980
"26005",1371,45076
"26015",25264,33750
"26016",30275,45506
"26018",30275,20021
"26020",30275,8191
"26128",13974,43700
"26156",2288,11719
"26181",13974,44462
"26182",13974,45837
"26183",29973,36694
"26184",29973,36697
"26185",29973,36698
"26186",29973,36699
"26187",29973,36700
"26188",29973,36701
"26189",29973,36702
"26190",29973,36703
"26191",29973,36704
"26192",29973,36705
"26193",29973,36706
"26194",13974,44589
"26384",30418,21976
"26473",30397,46447
"26479",13974,26991
"26506",13974,9057
"26532",13974,46606
"26601",13974,38937
"26602",13974,27898
"26605",13974,46709
"26606",30526,41805
"26607",30526,42155
"26608",30526,40538
"26611",13974,46447
"26693",13974,24281
"26864",30612,23740
"26867",13974,47082
"26962",30655,44827
"27107",30705,13281
"27108",30705,13287
"27109",30705,13282
"27110",30705,479
"27112",30705,47233
"27113",30705,42729
"27114",30705,42733
"27116",30705,47232
"27169",30726,26474
"27215",28250,21306
"27245",13974,47358
"27260",9697,7044
"27264",3866,46039
"27265",3866,46041
"27266",3866,46042
"27267",3866,46053
"27268",3866,46040
"27269",3866,46070
"27270",3866,46071
"27304",13974,3511
"27349",13974,47415
"27374",30533,43812
"27386",13974,39202
"27387",13974,8334
"27392",25264,8875
"27395",30748,9036
"27474",13974,46051
"27476",13974,46048
"27477",13974,45054
"27478",13974,45052
"27496",5032,27205
"27497",5032,5066
"27498",5032,5065
"27499",5032,5059
"27500",5032,5056
"27501",5032,5055
"27502",5032,5063
"27503",5032,5062
"27590",3504,40535
"27591",3504,40680
"27763",6454,8575
"28056",5740,34038
"28057",5740,392
"28058",5740,13113
"28059",5740,16206
"28060",5740,8267
"28061",5740,22824
"28269",2116,22385
"28270",2116,24911
"28409",29542,9889
"28568",2116,24906
"28596",31082,5065
"28821",5977,6266
"28822",5977,6264
"28823",5977,6270
"28839",6900,26345
"28964",33517,27863
"29219",33517,12800
"29700",49610,21416
"29711",46340,48956
"29712",46340,48955
"29713",46340,49056
"29714",46340,49049
"29728",13974,47756
"29729",13974,47757
"29730",13974,47758
"29731",13974,47763
"29732",13974,47426
"29733",13974,47329
"29734",13974,47334
"29740",13974,45324
"29741",13974,48657
"29742",13974,48654
"29743",13974,43956
"29750",13974,48520
